commentor_name,comment_text,create_time,like_count,reply_number
woYM918,,2021-11-08 20:07:06,0,0
白色柔石,不容易，终究是冠军,2021-11-08 20:06:59,0,0
Icy瑶521,。。。,2021-11-08 20:07:00,0,0
lily香水烨嘉,哦,2021-11-08 20:06:57,0,0
-明天再说-,,2021-11-08 20:06:41,0,0
怪姐姐哇,,2021-11-08 20:06:38,0,0
位wwweee,,2021-11-08 20:06:30,0,0
Jerrywyy,,2021-11-08 20:06:29,0,0
yusnake2013,虽然不懂，还是要支持一下！,2021-11-08 20:06:06,0,0
T六T妹,恭喜,2021-11-08 20:06:05,0,0
随风mzm,恭喜恭喜,2021-11-08 20:06:02,0,0
马达加斯加的信,,2021-11-08 20:05:53,0,0
总要一起去看海吧,,2021-11-08 20:05:39,1,0
懒惰的花蝶,,2021-11-08 20:05:24,0,0
雪域飞狐11815,,2021-11-08 20:04:47,0,0
CL的郑憨憨,电子,2021-11-08 20:04:45,0,0
犀利的阿包,加油,2021-11-08 20:04:39,0,0
刷刷钱3,ai,2021-11-08 20:04:36,0,0
天狂自斌哥,,2021-11-08 20:04:33,0,0
怪咖野花da,,2021-11-08 20:04:33,0,0
天下有无类,你们,2021-11-08 20:04:30,0,0
笛来也,666,2021-11-08 20:04:30,0,0
天下有无类,不是冠军,2021-11-08 20:04:25,0,0
落笔书生,,2021-11-08 20:04:21,0,0
兔飞飞fei,,2021-11-08 20:04:13,0,0
柠檬红茶ONLY,厉害👍,2021-11-08 20:04:12,0,0
天下有无类,还,2021-11-08 20:04:09,0,0
快乐Lafee,,2021-11-08 20:03:54,0,0
晓曦明星票务工作室,恭喜,2021-11-08 20:03:49,0,0
彩色的泡泡66,,2021-11-08 20:03:46,0,0
夏挚薇,恭喜EDG！你们认真的样子真帅！,2021-11-08 20:03:46,1,0
pixiedelperry,恭喜,2021-11-08 20:03:25,0,0
As洋哎呦,🙉,2021-11-08 20:03:19,0,0
令狐冲的春天531,,2021-11-08 20:03:14,0,0
陆陆活着太饿了,,2021-11-08 20:03:10,0,0
丶蓝衫丶,,2021-11-08 20:03:06,0,0
思薇缇甜,,2021-11-08 20:02:46,0,0
Laxvbaby,,2021-11-08 20:02:32,0,0
北葵向暖瑾,恭喜你们啊啊啊啊,2021-11-08 20:02:28,0,0
陈义1215,恭喜,2021-11-08 20:02:23,0,0
Qchy02,转发,2021-11-08 20:02:22,0,0
陌上幻城,冠军！,2021-11-08 20:02:20,0,0
琅---琊,,2021-11-08 20:02:10,0,0
小甜包的日常,,2021-11-08 20:01:51,0,0
苡九月,真帅,2021-11-08 20:01:41,0,0
燕儿--燕,恭喜恭喜,2021-11-08 20:01:39,0,0
Llrs领略人生,,2021-11-08 20:01:30,0,0
遗忘的七年痒,……,2021-11-08 20:01:12,0,0
大爱诗诗的狮子座,,2021-11-08 20:01:10,0,0
天马行空很快乐_6688,啦啦啦啦啦啦,2021-11-08 20:01:04,0,0
自律的罗罗,。,2021-11-08 20:01:01,0,0
son宇飞,冠军,2021-11-08 20:00:48,0,0
liyi丶ng俐,6,2021-11-08 20:00:47,0,0
红尘旧梦丶梦断都成空,,2021-11-08 20:00:31,0,0
皇城shao主,,2021-11-08 20:00:29,0,0
倾城族修修,👏,2021-11-08 20:00:20,0,0
im云那,耶✌,2021-11-08 20:00:08,0,0
谢隆勤,恭喜🎉,2021-11-08 19:59:54,0,0
大溪and小溪,🏆,2021-11-08 19:59:49,0,0
提我40米大刀来,牛逼,2021-11-08 19:59:48,0,0
仙人掌617812,,2021-11-08 19:59:45,0,0
陈卿83901,,2021-11-08 19:59:44,0,0
心中的霄贤,恭喜EDG冠军,2021-11-08 19:59:40,0,0
超级碎嘴选手,牛逼死了,2021-11-08 19:59:29,0,0
偶尔打打酱油在江湖,,2021-11-08 19:59:25,0,0
她的昵称打了个嗝a,,2021-11-08 19:59:23,0,0
愿缘FAN,恭喜🎈,2021-11-08 19:59:20,0,0
五行缺让_R,恭喜恭喜太精彩了,2021-11-08 19:59:07,0,0
樱花雨100000,,2021-11-08 19:59:04,0,0
曲爽心,世界第一,2021-11-08 19:59:00,0,0
阿阿阿穆穆,🐾,2021-11-08 19:58:53,0,0
菜烂哦,超燃,2021-11-08 19:58:53,0,0
Who的二小姐,棒棒哒,2021-11-08 19:58:44,0,0
藤蔓窗前绕,,2021-11-08 19:58:41,0,0
吉星高照_章,恭喜恭喜🎊,2021-11-08 19:58:25,0,0
bobo蒲公英,恭喜恭喜,2021-11-08 19:58:14,0,0
想着法儿找平衡,,2021-11-08 19:58:11,0,0
式子至少要你就,好,2021-11-08 19:58:09,0,0
游游狮子座,,2021-11-08 19:58:09,0,0
月亮了的月亮,,2021-11-08 19:58:07,0,0
一枚小猪猪猪精,,2021-11-08 19:58:07,0,0
雾雾泡泡,,2021-11-08 19:57:57,0,0
向日葵的火焰,恭喜一滴几，虽然我不知道你们是干啥的，还是恭喜你们,2021-11-08 19:57:51,1,0
Angel静天使,王者,2021-11-08 19:57:39,0,0
仟仟倾羽,,2021-11-08 19:57:37,0,0
北京京囍维修清洗,牛歪了,2021-11-08 19:57:34,0,0
肝火盛,,2021-11-08 19:57:06,0,0
fzhzhk_176,！,2021-11-08 19:56:52,0,0
市民何小姐,,2021-11-08 19:56:50,0,0
专售仙气101,厉害,2021-11-08 19:56:43,0,0
小怪兽京京,我买,2021-11-08 19:56:35,0,0
裴你一生wxl918,,2021-11-08 19:56:17,0,0
吖到尅,,2021-11-08 19:56:06,0,0
Fyihuan,,2021-11-08 19:56:06,0,0
羊羊羊DI,,2021-11-08 19:55:42,0,0
琳子-june,，,2021-11-08 19:55:36,0,0
阿忆土鳖公主,恭喜,2021-11-08 19:55:25,0,0
无用的筷子,冠军,2021-11-08 19:55:19,0,0
长毛的蘑菇Z,,2021-11-08 19:55:00,0,0
刘阿姨621_536,👍,2021-11-08 19:54:53,0,0
仙人掌女孩cc,,2021-11-08 19:54:44,0,0
桎瑜-,,2021-11-08 19:54:35,0,0
雅琪love芝,,2021-11-08 19:54:32,0,0
溏心蛋005,,2021-11-08 19:54:22,0,0
zxhxhzhy,🐮,2021-11-08 19:54:14,0,0
小星星啊哦额,太棒啦,2021-11-08 19:54:12,0,0
DeNay-7,恭喜,2021-11-08 19:54:04,0,0
阳光温暖眸瞳,,2021-11-08 19:53:59,0,0
芮宁3122,,2021-11-08 19:53:32,0,0
姓名不详的jane,🌹,2021-11-08 19:53:31,0,0
ding8598,1,2021-11-08 19:53:04,0,0
易小姳,,2021-11-08 19:52:54,0,0
婲开在初夏,,2021-11-08 19:52:52,0,0
tang-雪雪,,2021-11-08 19:52:50,0,0
原来爱的掌心写着命运,1,2021-11-08 19:52:45,0,0
糖子tyy,,2021-11-08 19:52:27,0,0
贪图潆梦,终于,2021-11-08 19:52:22,0,0
容忍的人并不笨_5098,,2021-11-08 19:52:06,0,0
再见阿斯顿飞,恭喜恭喜,2021-11-08 19:52:05,0,0
被葡萄甜疯的哈哈,,2021-11-08 19:51:58,0,0
后会无期7了,ad要走吗,2021-11-08 19:51:57,0,0
怀念我的年少时光,厉害,2021-11-08 19:51:57,0,0
湾湾海月亮,666,2021-11-08 19:51:51,0,0
sun小七七,,2021-11-08 19:51:50,0,0
MK鲁三土,🙋🙋🙋🙋,2021-11-08 19:51:41,0,0
莴是甜心,,2021-11-08 19:51:39,0,0
泥土里的土豆公主,,2021-11-08 19:51:35,0,0
小蒙的幸福港湾,,2021-11-08 19:51:15,0,0
LX雨一辰,EDG牛皮！,2021-11-08 19:51:09,0,0
eriko润饮,厉害,2021-11-08 19:50:58,0,0
神马机器人,不错,2021-11-08 19:50:56,0,0
是正群啊,1,2021-11-08 19:50:53,0,0
妖精的尾巴咿呀咿呀咿,,2021-11-08 19:50:41,0,0
爱琴海的鱼20885,,2021-11-08 19:50:34,0,0
沿海D一些事一些情,恭喜恭喜,2021-11-08 19:50:30,0,0
Fashionbaby520,。。。。,2021-11-08 19:50:24,0,0
001的大考官200306,本人在此恭喜EDG勇夺冠军,2021-11-08 19:50:05,0,0
莳琪96,棒,2021-11-08 19:50:00,0,0
mjfqbin,,2021-11-08 19:49:55,0,0
山东土申,,2021-11-08 19:49:45,0,0
枯巷hang,恭喜恭喜,2021-11-08 19:49:38,0,0
我若盛开一蝴蝶自来,,2021-11-08 19:49:27,0,0
港阿毛,,2021-11-08 19:49:12,0,0
月色容易泛着白,。,2021-11-08 19:49:12,0,0
尛睿585,好,2021-11-08 19:49:09,0,0
请叫我小豪同学,明年千万要留住viper啊,2021-11-08 19:48:50,0,0
半瞋半喜A,,2021-11-08 19:48:46,0,0
屁屁oO,全戴眼镜👓,2021-11-08 19:48:38,0,0
要命小祖宗90445,,2021-11-08 19:48:37,0,0
Zhang333_,我们是冠军,2021-11-08 19:48:15,0,0
bitch哪能_solo,,2021-11-08 19:48:10,0,0
加菲0118,1,2021-11-08 19:47:58,0,0
jeffery2005,,2021-11-08 19:47:52,0,0
厉礼li,,2021-11-08 19:47:52,0,0
black奔跑的青蛙012,,2021-11-08 19:47:46,0,0
SHiYAs-,,2021-11-08 19:47:45,0,0
辣条味的聪聪,牛逼,2021-11-08 19:47:40,0,0
75uMxtR,,2021-11-08 19:47:24,0,0
小刘超爱啵啵,冠军🏆,2021-11-08 19:47:14,0,0
子不语怪力乱神13,能别在什么视频下面都刷edg牛逼了行吗？edg很牛逼，你们粉丝也很牛逼，我们知道了，行吗？别刷了，行吗？,2021-11-08 19:47:00,0,0
盼盼的哆啦A梦,。,2021-11-08 19:46:45,0,0
三日月110,,2021-11-08 19:46:27,0,0
缘你梦幻,,2021-11-08 19:46:25,0,0
禾火火火秋子,,2021-11-08 19:46:23,0,0
何susan要奋发向上,厉害,2021-11-08 19:46:18,0,0
MEIYY,我看到的是，都是眼镜么。。。,2021-11-08 19:46:15,0,0
资讯新达人,➕,2021-11-08 19:46:11,0,0
一只小号城,,2021-11-08 19:45:40,0,0
莫道晚酒山风尽,,2021-11-08 19:45:36,0,0
范二老姜,,2021-11-08 19:45:33,0,0
第五月兮,,2021-11-08 19:45:33,0,0
竹枝花篱,那又怎样？,2021-11-08 19:45:31,0,0
童荡荡的颜值粉,,2021-11-08 19:45:20,0,0
善良VOGUE,恭喜,2021-11-08 19:45:18,0,0
挺住不认输3,恭喜,2021-11-08 19:45:13,0,0
lndddali,,2021-11-08 19:45:10,0,0
南北200512,厉害,2021-11-08 19:45:01,0,0
上官小茜茜,？？,2021-11-08 19:44:50,0,0
唯唯一笑奈何,。。,2021-11-08 19:44:47,0,0
Jok_666,,2021-11-08 19:44:46,0,0
路遇心上的故事,加油,2021-11-08 19:44:43,0,0
一块大饼干啊,怎么样可以成为广智的女朋友,2021-11-08 19:44:40,0,0
年轻的晓墨,h,2021-11-08 19:44:39,0,0
LiHongKui201709,,2021-11-08 19:44:20,0,0
用户v8gagc9ahf,nb,2021-11-08 19:44:16,0,0
喜欢眼技,恭喜,2021-11-08 19:43:55,0,0
ljjjjLL_Ly,啊,2021-11-08 19:43:54,0,0
Yeungjilea,我们是冠军,2021-11-08 19:43:54,0,0
插头M,。,2021-11-08 19:43:47,0,0
这一刻我想说,,2021-11-08 19:43:31,0,0
青衫故人1300631479,。。,2021-11-08 19:43:14,0,0
沙丘上的小螃蟹,。,2021-11-08 19:43:03,0,0
elf妖姐,,2021-11-08 19:43:03,0,0
万乐万乐体,太屌了！！！,2021-11-08 19:42:47,0,0
kimiQiao的林小海,？,2021-11-08 19:42:44,0,0
kimiQiao的林小海,我不是铁粉？,2021-11-08 19:42:39,0,0
刷刷钱1,q,2021-11-08 19:42:37,0,0
文宝贝儿的,，,2021-11-08 19:42:36,0,0
吃饭派掌门人,恭喜,2021-11-08 19:42:22,0,0
霏儿00933,冠军,2021-11-08 19:42:18,0,0
百分之九2005,哇,2021-11-08 19:42:18,0,0
萌萌脑公,真棒👍,2021-11-08 19:42:13,0,0
飞舞的虫虫lyj,,2021-11-08 19:42:06,0,0
changchang_0000,冠军,2021-11-08 19:42:06,0,0
东植2298737745,祝贺,2021-11-08 19:42:03,0,0
宓宓666,1,2021-11-08 19:41:57,0,0
静听雪飘snow,恭喜,2021-11-08 19:41:50,0,0
HX小幸运哇哈哈,a,2021-11-08 19:40:48,0,0
酒醉烟销魂,,2021-11-08 19:40:20,0,0
熠只小可爱,恭喜EDG,2021-11-08 19:40:12,0,0
遇见人间快乐,恭喜！,2021-11-08 19:40:12,0,0
三糖拾九,恭喜恭喜,2021-11-08 19:40:05,1,0
朱xiao月,,2021-11-08 19:40:04,0,0
朱xiao月,,2021-11-08 19:39:58,0,0
Karry最最最重要,恭喜,2021-11-08 19:39:57,0,0
流年阿满,牛逼,2021-11-08 19:39:44,0,0
会飞的粉象,恭喜,2021-11-08 19:39:40,0,0
托马斯铁甲小宝,👏👏👏,2021-11-08 19:39:39,0,0
好大一碗鱼汤8,🐮,2021-11-08 19:39:35,0,0
朋啊友啊,,2021-11-08 19:39:18,0,0
灬默恋灬,b,2021-11-08 19:39:00,0,0
lewis丶M,Q,2021-11-08 19:38:58,0,0
游仙梦一觉,…,2021-11-08 19:38:49,0,0
nsygxz,,2021-11-08 19:38:37,0,0
冬日_暖阳,,2021-11-08 19:38:32,0,0
努力变好go,恭喜,2021-11-08 19:38:19,0,0
蔡徐坤乱想爱情,恭喜EDG,2021-11-08 19:38:13,0,0
冰冰不笑了,,2021-11-08 19:38:11,0,0
Amber_贵贵,,2021-11-08 19:38:05,0,0
huaihua杨利忠,。。。,2021-11-08 19:38:04,0,0
格物致知丨悟馨怡,号,2021-11-08 19:37:39,0,0
sjjsjj0613,,2021-11-08 19:37:38,0,0
城北有_梦,恭喜恭喜,2021-11-08 19:37:37,0,0
平平729,,2021-11-08 19:37:32,0,0
Touma丶Kazusa丶,,2021-11-08 19:37:30,0,0
温柔俊俊凯,,2021-11-08 19:37:17,0,0
陈先生CJCJ,,2021-11-08 19:37:12,0,0
可爱的小HOUZ,恭喜恭喜,2021-11-08 19:37:08,0,0
三坑失手作娘,恭喜,2021-11-08 19:37:09,0,0
海棠依旧19830519,恭喜,2021-11-08 19:36:59,0,0
卖女孩的小火柴LM,,2021-11-08 19:36:54,0,0
九七时,,2021-11-08 19:36:53,0,0
资深夜猫子xx,恭喜恭喜恭喜,2021-11-08 19:36:50,1,0
徐小贝lnbr,,2021-11-08 19:36:48,0,0
小螃蟹虫,,2021-11-08 19:36:36,0,0
82老水,恭喜🎉,2021-11-08 19:36:28,0,0
今天有人分手嗎,蹭蹭欧气耶,2021-11-08 19:36:19,0,0
-曹爽,,2021-11-08 19:36:17,0,0
牧玙流光,恭喜EDG,2021-11-08 19:36:17,0,0
今天有人分手嗎,蹭蹭蹭欧气,2021-11-08 19:36:08,0,0
因你而在918,,2021-11-08 19:35:58,0,0
一只呆萌公主,,2021-11-08 19:35:52,0,0
俞小呆BX,,2021-11-08 19:35:49,0,0
Chow_Yau_Chung,是,2021-11-08 19:35:43,0,0
得Wo者幸,666,2021-11-08 19:35:37,0,0
好摄子娘,,2021-11-08 19:35:25,0,0
林语晨-Y0,,2021-11-08 19:35:16,0,0
鹤舞白沙2028,,2021-11-08 19:35:14,0,0
a6fe,好,2021-11-08 19:35:04,0,0
一只有人设的猫子,牛蛙,2021-11-08 19:34:44,0,0
浅然莫笑2001,,2021-11-08 19:34:39,0,0
刚子JK,恭喜,2021-11-08 19:34:30,0,0
wangxianjiayou,，,2021-11-08 19:34:28,0,0
所愿皆安H,,2021-11-08 19:34:19,0,0
叶然523,,2021-11-08 19:34:19,0,0
王王王王丽199308,,2021-11-08 19:34:08,0,0
21世纪的王海绵,👍,2021-11-08 19:33:49,0,0
微笑的太阳龙葵,。,2021-11-08 19:33:48,0,0
狮子座迷糊鱼,,2021-11-08 19:33:34,0,0
短冰格_,你们最棒,2021-11-08 19:33:22,0,0
一口一头烊,牛逼,2021-11-08 19:33:10,0,0
小北北panda,,2021-11-08 19:32:50,0,0
有木有冰阔落,给明凯一个眼的皮肤吧 求求了,2021-11-08 19:32:49,0,0
半糖主义啊啊啊,又来了我,2021-11-08 19:32:09,0,0
3-jno,👌,2021-11-08 19:32:09,0,0
彻朔,1,2021-11-08 19:32:08,0,0
Da红呀,恭喜,2021-11-08 19:32:03,0,0
是丽颖啊,好棒，,2021-11-08 19:32:01,0,0
banana笨奶奶吖,,2021-11-08 19:31:36,0,0
仰望星空的泪zyy,好棒,2021-11-08 19:31:34,0,0
Da-Ling-,,2021-11-08 19:31:24,0,0
jr-qd,一,2021-11-08 19:31:19,0,0
sunshine下的shadow,,2021-11-08 19:31:08,0,0
lyang扬扬扬,,2021-11-08 19:31:04,0,0
小猴子啊o,,2021-11-08 19:31:02,0,0
Muokka,恭喜🎉,2021-11-08 19:30:32,0,0
拾柒的Haru,牛逼,2021-11-08 19:30:21,0,0
0大鲨鱼000,,2021-11-08 19:30:19,0,0
一只可爱公主,,2021-11-08 19:30:19,0,0
蒙楚蔹蔓,,2021-11-08 19:30:14,0,0
Ty401028711,什么什么什么，,2021-11-08 19:29:58,0,0
EAenuma,恭喜EDG夺冠,2021-11-08 19:29:56,0,0
滴答滴答数星星,,2021-11-08 19:29:44,0,0
邱榕babe,,2021-11-08 19:29:38,0,0
高大尚你好,啥时候抽奖啊送皮肤,2021-11-08 19:29:36,0,0
轩轩快逃,冠军！,2021-11-08 19:29:30,0,0
JY_旭旭旭,,2021-11-08 19:29:28,0,0
啊呜嘟咿丶,,2021-11-08 19:29:27,0,0
难人花i,冠军,2021-11-08 19:29:19,0,0
求求别在削芈月了,恭喜,2021-11-08 19:29:12,0,0
zzzzzzzzyyyyyyyyyzy,,2021-11-08 19:29:06,0,0
xiaolan17618,啦,2021-11-08 19:29:05,0,0
尛卜點--,,2021-11-08 19:28:55,0,0
彤彤cst6484830488,,2021-11-08 19:28:45,0,0
crystal065,,2021-11-08 19:28:17,0,0
sdarkc_300,,2021-11-08 19:28:08,0,0
小陈同学_ing,,2021-11-08 19:27:32,0,0
七朵玫瑰花丶,,2021-11-08 19:27:26,0,0
福康安的鼻子,,2021-11-08 19:27:08,0,0
melily菇凉,🤗,2021-11-08 19:27:05,0,0
粘豆包么啊,,2021-11-08 19:26:52,0,0
xiaotaobao_93155,,2021-11-08 19:26:52,0,0
AD钙女孩1987,牛逼,2021-11-08 19:26:32,0,0
邹千万s,,2021-11-08 19:26:14,0,0
小鬼炙热,恭喜🎊,2021-11-08 19:26:03,0,0
皮卡啾小黄人,🙏,2021-11-08 19:25:40,0,0
Th1nkkkkkk,,2021-11-08 19:25:39,0,0
Duud丨杜先生丨,,2021-11-08 19:25:33,0,0
一水凌木,,2021-11-08 19:25:24,0,0
拾荆荒芜,牛,2021-11-08 19:25:20,0,0
夏至雨然,1,2021-11-08 19:25:13,0,0
瑪素空间,一,2021-11-08 19:25:07,0,0
我想去米兰21,。。。,2021-11-08 19:24:48,0,0
文案斋-,,2021-11-08 19:24:40,0,0
我的女孩LQY,牛,2021-11-08 19:24:31,0,0
奥斯卡洛克,棒,2021-11-08 19:23:59,0,0
风吹向那儿,我们是冠军🏆,2021-11-08 19:23:41,0,0
_jensxv,牛,2021-11-08 19:23:36,0,0
壊吖头欸,恭喜EDG,2021-11-08 19:23:35,0,0
阳光的阳xy,,2021-11-08 19:23:33,0,0
天蝎座杨洋阳,,2021-11-08 19:23:30,0,0
哈啤酒哈啤酒,。,2021-11-08 19:23:30,0,0
她冬了秋天,加油💪，,2021-11-08 19:23:29,0,0
壊吖头欸,恭喜🎉🎉恭喜,2021-11-08 19:23:16,0,0
小二莼,,2021-11-08 19:22:56,0,0
飞仙游侠1,,2021-11-08 19:22:43,0,0
信风子6108070648,,2021-11-08 19:22:26,0,0
浪迹天涯12345678910,,2021-11-08 19:22:25,0,0
静女其猪-俟你于食肆,,2021-11-08 19:22:23,0,0
成长中树苗,🐂,2021-11-08 19:22:01,0,0
依然高傲39450,,2021-11-08 19:21:56,0,0
没头脑baa,棒,2021-11-08 19:21:51,0,0
踏雪WENDY,,2021-11-08 19:21:49,0,0
加拿大鹅羽绒,,2021-11-08 19:21:48,0,0
碧水莲天的小媳妇1982,,2021-11-08 19:21:29,0,0
在自来水厂,好,2021-11-08 19:21:23,0,0
绵绵小乌龟x,呜呜怎么才能加粉丝群啊,2021-11-08 19:21:14,0,0
Guykiz,,2021-11-08 19:21:01,0,0
白日沐兮,o,2021-11-08 19:20:52,0,0
凤凰大海,,2021-11-08 19:20:41,0,0
enlunatic,牛,2021-11-08 19:20:33,0,0
Hans小樊同学,牛,2021-11-08 19:20:16,0,0
清酒暖心08256,,2021-11-08 19:20:16,0,0
Dec_Nineteen,🐮,2021-11-08 19:19:59,0,0
最美的时光wallace,,2021-11-08 19:19:50,0,0
先减个10斤吧,👏👏👏👏,2021-11-08 19:19:23,0,0
空心砖张老师,祝贺,2021-11-08 19:19:12,0,0
Fino雾里,,2021-11-08 19:19:06,0,0
空白格慢镜头,优秀,2021-11-08 19:19:06,0,0
巴适菇凉,,2021-11-08 19:19:05,0,0
微微邓艺棋笑晗51249,,2021-11-08 19:19:05,0,0
假多鱼,,2021-11-08 19:18:45,0,0
幸运choice天使,,2021-11-08 19:18:44,0,0
粥粥粥啊333,EDG牛逼，,2021-11-08 19:18:37,0,0
吧唧一口许凯xk,,2021-11-08 19:17:53,0,0
众里妮,好好好,2021-11-08 19:17:32,0,0
福州佩奇,,2021-11-08 19:17:32,0,0
耘赫酷雷伏,,2021-11-08 19:17:29,0,0
李雪园lxy,，,2021-11-08 19:17:22,0,0
你好我叫李凌云,,2021-11-08 19:17:09,0,0
王致富0,不知道为什么,2021-11-08 19:17:04,0,0
好先生天道酬勤,,2021-11-08 19:16:51,0,0
-迷茫50222,,2021-11-08 19:16:45,0,0
女子无情清,嗯,2021-11-08 19:16:44,0,0
野原甜甜,,2021-11-08 19:16:39,0,0
许应解语,牛逼,2021-11-08 19:16:37,0,0
贰又三分之壹,恭喜恭喜🎊,2021-11-08 19:16:15,0,0
游戏毒师,男枪 皇子 佐伊 厄斐琉斯 悠米 买爆,2021-11-08 19:16:13,0,0
SelectYoung,好的,2021-11-08 19:16:13,0,0
贰又三分之壹,nice！！！,2021-11-08 19:16:08,0,0
ranker星语,中国牛逼,2021-11-08 19:16:02,0,0
好彩运的运气,,2021-11-08 19:15:53,0,0
Aerwa_,,2021-11-08 19:15:40,0,0
月映星河丶,我们是冠军！,2021-11-08 19:15:34,0,0
月映星河丶,7777777,2021-11-08 19:15:17,0,0
白羽hby,,2021-11-08 19:15:17,0,0
矜持JInchi,,2021-11-08 19:15:13,0,0
KikiBakery私房烘焙,祝贺,2021-11-08 19:15:11,0,0
原_敏弥,,2021-11-08 19:14:56,0,0
陪你冰封,我们是冠军,2021-11-08 19:14:48,0,0
狂魔隐士,牛,2021-11-08 19:14:43,0,0
妳是莪的咩咩iPhone,,2021-11-08 19:14:41,0,0
不不不这不合适,,2021-11-08 19:14:38,0,0
胡闹200208,,2021-11-08 19:14:27,0,0
木上果,。,2021-11-08 19:14:20,0,0
和你躲过雨de屋檐,edg牛逼，加油,2021-11-08 19:14:13,0,0
smile80831,,2021-11-08 19:13:55,0,0
bxq-岐岐岐岐岐,,2021-11-08 19:13:50,0,0
改了好几次名字都没通过,,2021-11-08 19:13:46,0,0
秋月200808,恭喜,2021-11-08 19:13:37,0,0
不过是路人囧,看看什么情况,2021-11-08 19:13:33,0,0
元宝19880902,,2021-11-08 19:13:32,0,0
木南的酉告,,2021-11-08 19:13:27,0,0
luoyan0902,,2021-11-08 19:13:23,0,0
是一只快乐猪仔呀,啊啊啊啊啊啊,2021-11-08 19:13:20,0,0
东岳橙魔,哈,2021-11-08 19:13:09,0,0
TJUJeffery,,2021-11-08 19:12:49,0,0
歪西歪丶丨,到现在我还没反应过来,2021-11-08 19:12:42,0,0
神TM小白龙,。。,2021-11-08 19:12:31,0,0
Wosi鲁大师,,2021-11-08 19:12:29,0,0
饺子冲aaa,牛逼,2021-11-08 19:12:23,1,0
bw2021,6,2021-11-08 19:12:20,0,0
猫打咕噜Ai,Nb,2021-11-08 19:12:15,0,0
你是我心中永远的痛202001,,2021-11-08 19:12:07,0,0
平平无奇超级无敌幸运星,，,2021-11-08 19:11:52,0,0
亦醉1鬼,,2021-11-08 19:11:48,0,0
中农工建201808,啊,2021-11-08 19:11:21,0,0
半盐半糖屋,厉害了,2021-11-08 19:10:49,0,0
花开见佛2014200709,嗯,2021-11-08 19:10:38,0,0
哈哈婷_zero,,2021-11-08 19:10:31,0,0
玛丽莲星戴露,冠军！,2021-11-08 19:10:25,0,0
小么么的哥斯拉_浦江,,2021-11-08 19:10:23,0,0
渉交廢無,。,2021-11-08 19:10:20,0,0
刷刷钱4,q d,2021-11-08 19:10:09,0,0
卿依喜欢耶啵啵,恭喜你们，但也请你们放过王一博🙏🙏,2021-11-08 19:10:03,1,0
五夫长,,2021-11-08 19:09:52,0,0
可可柠檬温小馨,,2021-11-08 19:09:51,0,0
可可柠檬温小馨,,2021-11-08 19:09:48,0,0
一碗猪杂粥,、,2021-11-08 19:09:46,0,0
朝阳市孙博,,2021-11-08 19:09:45,0,0
孤akihi,o,2021-11-08 19:09:35,0,0
小包纸kun,恭喜,2021-11-08 19:09:26,0,0
时间错觉cc,厉害,2021-11-08 19:08:57,0,0
焦貳超,恭喜,2021-11-08 19:08:52,0,0
阿茜呐wency,啊啊啊啊啊啊啊啊，牛逼！！！,2021-11-08 19:08:50,0,0
小哒咘溜rooo,,2021-11-08 19:08:37,0,0
我想若只如初见,可以哥哥厂长出一个守备眼的皮肤吗泪目了,2021-11-08 19:08:38,0,0
不懂感情i28,恭喜恭喜恭喜恭喜恭喜啊！,2021-11-08 19:08:17,0,0
凡事遇不平则鸣,中国电竞也崛起了,2021-11-08 19:08:02,0,0
male-hawk,牛逼,2021-11-08 19:07:59,0,0
gjsbvhz,EDG,2021-11-08 19:07:50,0,0
抱猫软捕,,2021-11-08 19:07:47,0,0
夏天不想喝水,,2021-11-08 19:07:43,0,0
beaty98西柚,,2021-11-08 19:07:21,0,0
坚坚坚少爷,66,2021-11-08 19:07:19,0,0
angel艾馨,,2021-11-08 19:07:12,0,0
shachichi,,2021-11-08 19:07:08,0,0
linhong520,👏,2021-11-08 19:07:01,0,0
_就一颗栗滋,,2021-11-08 19:06:08,0,0
韩佑熙001,,2021-11-08 19:05:29,0,0
小小玉米粒儿Ya,恭喜,2021-11-08 19:05:21,0,0
平平balabala,我们是冠军！！！！！！！,2021-11-08 19:05:12,0,0
屋檐下听着小雨,多希望领奖台上有那个男人！,2021-11-08 19:05:07,0,0
宝藏神仙句子库,牛逼,2021-11-08 19:04:37,0,0
夜色将沉,恭喜电宝我们是冠军 抽一个人考研结束后下赛季手游上钻石,2021-11-08 19:04:35,0,0
鸡皮酸笋汤,眼睛玩游戏没玩残噢,2021-11-08 19:04:05,0,0
tangtingyongl,你好,2021-11-08 19:04:00,0,0
LiN林于渊,恭喜,2021-11-08 19:03:57,0,0
夏天的Liang,,2021-11-08 19:03:22,0,0
香菇牛肉24976,,2021-11-08 19:03:09,0,0
上官维_92695,哇,2021-11-08 19:02:17,0,0
Ririko艺万着迷,这真的是陪你到世界之巅！,2021-11-08 19:02:00,0,0
仓又加错L,,2021-11-08 19:01:57,0,0
郭小夕6,666,2021-11-08 19:01:55,0,0
傻了吧唧刘大仙儿,,2021-11-08 19:01:41,0,0
灰竹6347537211,一,2021-11-08 19:01:32,0,0
课照的天涯青09,,2021-11-08 19:01:28,0,0
阳光灿烂ZBy,厉害了,2021-11-08 19:01:27,0,0
玺爱unique的1128,恭喜恭喜,2021-11-08 19:01:10,0,0
pip昕,,2021-11-08 19:01:09,0,0
tangxin0609,，,2021-11-08 19:00:42,0,0
