,word,tfidf
2860,军队,0.7805715092493555
6220,计划性,0.780280401034507
1799,sketch,0.7802552974242859
3468,处理程,0.7801021758361284
2042,troubleshooting,0.77911396093469
3863,布署,0.7788572190691498
3524,央企,0.778739872501649
2420,事业部,0.7784782144049264
1246,mlib,0.7780044343081471
3011,加薪,0.7777104944276506
6646,选取,0.7759463475696106
4031,弱电,0.7759177259200465
323,click,0.7759070877359078
936,in,0.7758181254115964
3910,广东省,0.7751743828258313
6754,金融业,0.7751147989978963
177,bash,0.7730183536775083
1210,matplotlib,0.7717275783860567
4741,月薪,0.7695620278730386
3086,医保,0.7679697766826828
6113,行业软件,0.7677318230991489
4884,森林,0.766929249571694
6987,餐饮,0.7656940739473478
1374,ogg,0.7655729996543099
3901,年轻,0.7653303981350097
284,cda,0.7652771179016452
2820,关怀,0.764855480450751
6760,金融机构,0.7648082109744994
4620,文员,0.7647552920597354
555,echart,0.7647433406923061
3474,备注,0.7644352591241368
1767,sentosa,0.7644279916379062
1022,jenkins,0.7631397805461099
1642,rds,0.7629143827025773
5451,相关性,0.7626555832533691
6067,萃取,0.7615195266271889
2460,交换机,0.7612755750148815
4334,拥抱,0.7608907166185059
4114,总体设计,0.7607117340615025
5988,股份,0.7592763851571359
6807,门店,0.7588400092201848
1474,pc,0.7587360502017376
4391,探索性,0.75765334184265
4802,杭州,0.7576504645861126
6727,重庆,0.7570219187163809
2736,充足,0.7568052763278792
2704,假日,0.7564149471461109
4680,日语,0.7563227415108438
5866,编译,0.7557545842713209
3698,客户资源,0.7542762939774705
4306,拆分,0.7527109448848475
4369,授权,0.752385213186471
5192,灾备,0.7510604329507711
4128,悟性,0.7506549971607661
220,bo,0.7500001126135389
6292,评价,0.7494777685176608
2807,公寓,0.749278186345562
1562,process,0.7483415510830097
1309,nacos,0.7480242753130079
6452,资源理,0.7464521392001834
4768,期货,0.7460024075579512
4538,教材,0.745489527836306
2647,保质保量,0.7444598965584488
3209,取数,0.7438824779818913
1189,mapgis,0.7408330098006728
1190,mapinfo,0.7408330098006728
108,aotocad,0.7408330098006728
4560,数备份,0.740355055380252
5136,清洁,0.7401789497780276
5512,研读,0.7396859423932901
5118,深圳市,0.7396142059705328
4230,批流,0.7373652562296222
5033,流水线,0.7367166782397628
1381,onedata,0.7365640372195087
1525,postgis,0.7364506854496256
5288,珠角,0.7347863329903634
4036,强度,0.7344290618903913
3853,市场需求,0.7315901925062215
2458,交式,0.730972417895298
2929,列式,0.7289249253880477
6242,计算资源,0.7286943418918526
2656,保障体系,0.7283619912370964
2091,vertica,0.7282784571776222
6444,资格考试,0.7278195847174964
3297,命名,0.7275631075873819
5640,竞争,0.7275415171004667
232,bu,0.7273023214857829
820,greenplumn,0.7272840984685252
6173,观远,0.7270319746990339
2928,划分,0.7270255262431671
3732,导体,0.726251259616806
5334,生产线,0.7260093349748491
3358,回馈,0.7256199495061968
2531,价值观,0.724713720318829
5731,系统理,0.7245934276169588
584,elt,0.7236942942566835
6091,虚心,0.7234768531727411
5066,浏览器,0.723431736559747
5080,海口,0.7209170083770843
6748,金仕达,0.7202074856849173
4061,微波炉,0.7197715615011073
6057,药品,0.7194848774211675
6449,资源分配,0.7191920135729504
6736,重点项目,0.7179032392052196
2355,中秋节,0.7177460441297837
5649,端午节,0.7177460441297837
2312,两项,0.7168572336801123
6151,装置,0.7158260627590335
4990,沙盘,0.7156492942798189
2213,yolo,0.7128656834766206
4346,指导书,0.7120591494777601
2808,公平,0.7113623976011487
5724,系统升级,0.7110834290273109
1164,machinelearning,0.7105497963918647
1632,qv,0.7103970153780701
1881,ssrs,0.7103970153780701
187,bdp,0.7103970153780701
4426,推理,0.7102298607293652
4443,提拔,0.7100746882910856
3457,增强,0.7094778259726976
3865,布道,0.7091969269741573
4912,正确性,0.709002875996251
6135,补丁,0.7083589957986661
2228,zk,0.7080710750421685
6977,飞天,0.7079108534958536
4308,拉取,0.7075729554599693
5299,理信息系统,0.7075106031808889
3478,复制,0.7074829184171622
1095,kotlin,0.7071661426398628
4274,投入,0.7064472656222311
521,dolphinscheduler,0.7047522020129361
6566,轻松,0.7046646054650707
5637,窗口,0.703736130577347
4062,微生物,0.7033274869684811
3471,处置,0.7024811323422054
6594,运筹,0.702215671362567
4999,法律,0.7015128200312545
5787,组合分析,0.701473937783744
3830,工龄,0.7008298706032152
4797,条理性,0.7006264135042731
3931,库存,0.7003231749840519
6519,车载,0.7001638060521426
5123,深挖,0.7001152322562597
1191,mapping,0.6990896617103121
3602,学术,0.6978522823547172
2557,优劣,0.697581580745481
2890,分发,0.697316461392727
3826,工艺流程,0.6972400356809002
1756,sdk,0.697019414576719
2410,书写力,0.6967903455955303
4599,数输,0.695723008925872
3009,加班费,0.6951540879510292
4796,条理,0.6946862076340791
1918,struts,0.6946264164627373
4663,新鲜,0.694363938392266
2923,分钟,0.6940947803290648
1368,of,0.6935407931285318
2799,公司业绩,0.693103253007523
5789,组建,0.6926017790413779
2730,充分发挥,0.6923760378427855
6231,计算机信息,0.6921686441364594
1281,ms,0.6914686074136482
4913,正表达式,0.6914416050448908
3464,声音,0.6913630431939405
6925,项目分析,0.6912640096350874
4682,早餐,0.690629968991382
2418,事业位,0.6880477540484059
2702,倾斜,0.6878561878810405
3845,市场推广,0.6869899272614369
4137,惠州市,0.686564798057885
2756,全位,0.686060957204963
2281,业务理,0.6859518454901395
4874,梯队,0.6856683643240729
5055,测试报告,0.6851274672952826
2348,中文,0.6846227811401646
3636,宏观,0.6842995571309961
2245,专业培训,0.6841452488203625
2119,webapi,0.6833897898815562
1350,nosqldb,0.6833897898815562
3018,务实,0.6832553193030508
4959,水果,0.6826862038531584
4978,江北,0.6824833411712037
3236,台架,0.6824155733854489
4422,推广应,0.6821450306129749
4430,推送,0.6821057674016948
3548,始化,0.6819914676482572
4183,户外,0.6819775665961105
5511,研讨,0.6815315379903037
6559,软件维护,0.6814781490086402
2949,利进行,0.6811849833957984
2123,weblogic,0.6809596835945184
5482,知道,0.680948578295342
1615,qgis,0.6805082942726302
5825,统节日,0.6804264564630702
2059,uml,0.6796301031831481
545,dwd,0.6793552402879588
4997,法学,0.6789662686279239
5131,清华,0.677969316691066
5967,联合体,0.6775575550887463
1811,socket,0.677310466293705
4103,性参数,0.6771721263397409
2359,中英文,0.6769291757099181
5316,理机制,0.6757206430630505
5349,生日礼物,0.6755802674887251
5599,积进取,0.6743088681654896
2033,tp,0.6736106385620568
2794,公众,0.6733483804169081
1449,owner,0.6724051228550599
984,iot,0.6720341232424144
4511,效性,0.6709212079752661
3946,应领域,0.6691886959085285
6744,量分析,0.6690731622618996
6537,转换成,0.6687045338626152
4531,教学纲,0.6670563803002569
558,ecmascript,0.666449599107899
4946,气动,0.6657110865627309
1235,microsoft,0.6644050109390806
2368,丰富彩,0.6642047116538793
5985,聚类分析,0.6639598937975388
3844,市场占率,0.6626852274496335
5532,礼物,0.6626775547452896
4527,教学容,0.661924829618508
4157,愿景,0.6617540230130213
3221,变现,0.6615586884228575
6735,重点难点,0.6604373016806875
2834,关键问题,0.66009649863105
2989,办公室,0.65852519571171
6398,财政,0.6567255959261082
1989,the,0.6566900521059718
2812,公数,0.6566258266615523
6275,设置,0.656511217388218
2964,前提,0.6563357744770562
2660,信号,0.655862789148616
1045,jse,0.6552585365892841
5388,电视,0.6552339069137199
340,code,0.6550307270497255
4385,排障,0.654962963735034
1942,sybase,0.6547106442220655
5953,职员,0.6543316922100932
6688,遵守,0.6532224760370383
3905,年限,0.6531706234546765
4855,格式,0.6529252280208406
6468,超级,0.6514328746056025
5903,网络通信,0.650570007894184
2250,专业课程,0.6502705651252573
5989,股权,0.649633934669231
4030,张江,0.6487767065440414
954,influxdb,0.6485145797481333
3010,加盟,0.6484616320367282
2570,优良,0.648219546985916
4113,总体规划,0.6478680240425295
2503,亲力,0.6477381130942261
4253,技术手段,0.6470424109550138
4882,检验,0.6468320316212697
6236,计算机系统,0.6454960754312424
3219,变化趋势,0.6445545531479628
3101,午休,0.6442003491320409
3514,天气,0.6441844075556606
5488,短板,0.6441753163437443
1673,requirements,0.6432724739561451
3418,型软件,0.6421394571720068
2511,介意,0.6420095327866723
3722,宽表,0.6419140279172557
2650,保险业务,0.6415781842854112
5630,空间数,0.6402476626514224
4989,沉稳,0.6402076204502272
514,dmp,0.6401307777233997
6658,逐步,0.6398450208275848
1364,odi,0.6396737961916678
5027,派驻,0.6393004147931354
812,grafana,0.638517697093402
4767,期维护,0.6383497670973414
5587,科课程,0.6373772970787197
4621,文处理,0.6369590992696765
3633,完整性,0.6368285817478749
5354,生物医学,0.6363416391767194
5574,科技园,0.6361393907673754
348,com,0.6356975105746214
2426,事宜,0.635246706302204
4417,控系统,0.6351776303165809
4145,意外,0.6351362960296977
2163,wms,0.635112343843288
2744,党员,0.6350894839619392
2628,侧重,0.6349149597250489
3842,市场动态,0.6342945599025803
5545,祝福,0.6338230390986344
2814,公服务,0.6329584088090514
3881,平稳,0.6326522482614896
3745,尝试,0.6318735758654246
5677,算子,0.6318392743948194
3833,差异,0.6308482583542969
1494,pgsql,0.6300913700883491
4027,引进,0.6293810267419174
2897,分布式应,0.629022373132603
5613,程序语言,0.6289109718563947
3934,应变力,0.62798733405957
6907,面议,0.6278095976742439
4504,政企,0.6276061614917483
5301,理制度,0.6268739088322139
290,cdmp,0.6266074625899106
4515,效益,0.6261640569041514
3309,品行端正,0.6258712034683204
3244,号线,0.625851822608014
4463,播控,0.6254990394154857
991,iptv,0.6254990394154857
6095,虚拟机,0.625423312334129
6936,预备党员,0.6253101922817044
615,etlpipeline,0.6249780425558645
4407,控件,0.6248916739208654
6595,运筹学,0.624814306440569
4260,技术细节,0.6242485786928591
3759,展开,0.6240048848094282
2404,乓球,0.6238376657725345
3481,复杂度,0.6217903778895327
2760,全勤奖,0.6213217884567522
3287,周报,0.6205269990430914
1538,powertrain,0.6198824103200726
917,idc,0.619430933415891
3788,工作作风,0.6189090130045443
1079,kimball,0.6185716838519344
4239,承接,0.6185237441652833
1775,sftp,0.617545562083424
143,atlas,0.6174718338710747
864,hcie,0.6172459825052825
3402,图识,0.6170845985846432
4414,控力,0.617049995089796
2960,前台,0.6163606312551299
1012,javaweb,0.6161280353039336
2781,全薪,0.615959907661753
5183,激发,0.6147141861429991
2533,价格,0.6140612239270328
2800,公司员工,0.6132760685374525
1668,reportbuilder,0.6124350288691397
3255,合格,0.6119391148404931
3329,商业化,0.6118893756480404
5296,理位置,0.6117827725305846
6772,钻研业务,0.6114807548298127
2093,vim,0.611477102365701
710,flinksql,0.610539099606178
4184,户外动,0.6104672786857906
2712,健全,0.610426634621823
3658,实力,0.6099289563945353
315,cim,0.6093073142391071
2523,代码优化,0.6087768597879114
2392,举办,0.6087467741624816
825,grpc,0.608718010755699
2272,业余,0.6084701174713025
5083,海市,0.6077392065968675
6783,链家,0.6075784626948736
1050,jstorm,0.607396565986407
513,dm,0.6072623332971058
2538,企业应,0.6072214612815602
5205,热水器,0.607087162147632
3375,国土,0.6069611419904553
6615,进取,0.606503967977643
2387,主观性,0.6059402258609683
1511,pm,0.6046639329550718
4686,时处理,0.6045838516880466
1016,jdbc,0.604450765332889
6031,芯片,0.6043971700799654
7059,高速,0.604282402878832
4851,核查,0.6039051222406627
3678,实际操作,0.603640036123059
4732,智网,0.6035778648046326
6165,覆盖,0.6035189772395275
5040,流通,0.603507207415108
3174,双通道,0.6031543189192385
3909,广东,0.6028421490340837
899,hsql,0.6028108923599326
2439,云控,0.602603367139476
1782,sharingvan,0.602603367139476
4228,批式,0.6023805465617476
3612,学院,0.6017987785620481
1768,sentry,0.601020185460504
1919,studio,0.5997957510381586
6191,视图,0.5986698056403876
208,bigdata,0.5971809426634958
1893,statistics,0.5965007576613194
4439,提前,0.5956244249630589
5151,渲染,0.595431585086453
3477,备课,0.595068534203569
547,dws,0.5947163796625496
6682,逻辑推理,0.5946234538647794
5901,网络设备,0.5940578079266197
5460,省级,0.5935345386514699
2277,业务培训,0.5931338266276633
5154,湖仓,0.5927448789208649
554,ec,0.5926049530526514
1041,jpa,0.59172694935894
3630,完备,0.5909355564343389
5913,美味,0.5901249826575306
5603,移植,0.5901061558549089
5436,直属,0.5900380216333205
6414,质检,0.59001141808975
1233,methodologies,0.5888970513840126
5934,考评,0.5885575379918857
6341,诺基亚,0.5884730600580136
2383,主翁,0.5882178354509698
6303,诊修,0.5878802829248291
3606,学校,0.587563274375291
5302,理员,0.5866563097477917
6660,途径,0.5855634655850065
5036,流程图,0.585542386851833
4601,数通道,0.5853298068097622
3179,反应,0.5844715151864929
4909,正直,0.5840045726495274
3216,变动,0.5834232706002456
1928,supermap,0.5832612876915962
2912,分润,0.5830830753224386
6215,触觉,0.5830830753224386
4533,教学资源,0.5822367133091318
6353,课程标准,0.5822367133091318
3978,建设性,0.5810199411156171
6357,调参,0.5809822516252656
3325,商业中心,0.5808785772701341
421,datahub,0.5796386952248729
4655,新源,0.5791223310220288
6659,递交,0.578131974269759
3278,告警,0.5778804177624615
6331,语音,0.5773449487531964
1415,oracleebs,0.5772268936501489
1398,opencv,0.576770323332146
2905,分析判断,0.5765049412381601
5056,测试数,0.5762697265429215
2212,yellowbrick,0.575479402703723
4107,性格外,0.5749442411859934
5569,科学计算,0.574700253490066
3823,工程项目,0.5746902721260824
5156,湖南省,0.5744783405535724
5935,考试,0.57366651601828
2423,事关系,0.5731632217389417
1140,linuxshell,0.5731596110817658
4501,放假,0.5719602244719734
6348,课件,0.5719516107066713
258,can,0.5711665951404188
5810,结合实际,0.5702155054430356
1334,newsql,0.5701366400798556
927,iiot,0.5700440479685847
6337,说话,0.5696061263801078
2911,分派,0.5695160865537438
3042,努力,0.5693075022479501
3315,哺乳,0.5690084215443845
5359,申威,0.5685736575139394
2652,保险公司,0.5684095701440326
4949,气物理,0.5680528106962814
2581,位置,0.5676355005536399
7019,高压,0.5663752899854115
1616,qlik,0.5663246867202364
5481,知识面,0.5662861412900981
2753,入点,0.5652630296570044
4750,服务商,0.565039444477607
5606,程序化,0.5648798071504252
2809,公开,0.564562154006745
5101,涨薪,0.5639378182403149
36,ads,0.5630791655155454
5734,系统软件,0.5630604646792228
1838,sparkrdd,0.5624922194355675
5374,电子相关,0.562461651741217
3516,天河区,0.5622588968381815
6528,转化成,0.5620671428748436
2525,代谢,0.5617592581072048
2770,全文检索,0.5614728697667157
1678,responsibilities,0.5606735670846421
7054,高薪,0.5606633658847452
4001,开心,0.5606505594742689
873,hfds,0.5603999556978319
3699,客服,0.5602122673574734
6252,认真仔细,0.5600620345090181
6960,领悟力,0.5595409287103223
5348,生日礼品,0.5590084596301474
4144,意图,0.5587495302431177
4233,承压,0.5586813526125493
843,hadpool,0.5584877932373729
3684,审查,0.5579975823196716
2296,东海,0.5577825152719006
7014,验证码,0.5570545133837166
3180,反洗钱,0.5569019357524914
2672,信息检索,0.5561356260077589
5085,海思,0.5554816267949816
1797,sip,0.5554816267949816
2125,webrtc,0.5554816267949816
5865,编解码,0.5554816267949816
6920,音频视频,0.5554816267949816
1325,netty,0.555460388911722
2300,东路,0.5551270392614697
6161,西路,0.5547569300292615
4388,探寻,0.5545843554670989
5255,特殊,0.552171412381834
965,infromatic,0.551807379847243
3453,境外,0.5510580328235508
756,gauss,0.5506594779801782
4690,时效性,0.5506547608336918
4459,摄影,0.5493172686491415
6743,量产,0.549186224329579
5397,界面设计,0.5489661162008128
4000,开展业务,0.5489486747022523
2708,偏重,0.5487599922841829
1285,mssqlserver,0.5486357721021771
5943,职业技,0.5484172928914113
745,fusioninsight,0.5483982256979599
4045,形式,0.5476097130058184
6991,饮水机,0.5471161668736575
848,haohedi,0.5467949590522966
5471,矢量,0.546446023392983
2573,优选,0.5459863619198717
5818,结算,0.5457469922325732
4979,江北区,0.5457469922325732
1852,splunk,0.5456442373797957
1156,lstm,0.5451591519399992
5100,涨幅,0.544962393350461
4644,新北区,0.5435193742530008
6366,调校,0.5431079870436524
1226,memcache,0.5426837636918722
6446,资格证书,0.5421281871926658
2463,交易系统,0.5414560928683472
2952,制图,0.5412640641195737
4848,核心思想,0.5410872765332181
2149,windowsserver,0.5407373848300546
4660,新闻,0.5407344041453487
4684,时候,0.540604012292385
270,cassandra,0.540547703037016
5725,系统安全,0.5403874415270811
3724,密合作,0.5402339883418346
2980,副总裁,0.539405942360495
4257,技术标准,0.5392948298198058
4259,技术类,0.5392750969473531
3995,开发软件,0.5391409039271102
6201,角色,0.5386837371109956
2962,前性,0.5380914638980299
3800,工作进度,0.5379079044019306
4893,模拟,0.5374312072024088
4752,服务器端,0.5363083282701891
2998,功性,0.5356641383651467
5020,洞悉,0.5355722059737076
4126,恶意,0.535185329327994
2487,产品安全,0.535185329327994
1625,quartz,0.5351563865476225
2442,云港,0.5351324389766253
3686,审编,0.5350599682529328
5217,熟悉业务,0.5342505799624386
3055,勤勉,0.5342154162420385
3065,包装,0.5341418979678565
1716,rust,0.5337655266023186
3317,唐镇,0.5335994282857512
5952,职务,0.532637382995348
4809,构思,0.5321053662784417
6984,餐厅,0.5317210620712846
2602,体育,0.5314022501993003
1178,manager,0.5311755467744073
758,gbase,0.5306756435845132
5790,组成,0.5303284210466752
6312,试验,0.5302512848530394
6934,预估,0.5299264697507557
1535,powerdesigner,0.5298816220796001
3528,头条,0.5297942851244375
5769,纪律性,0.52934573192541
4004,开拓精神,0.5290360292956408
183,bb,0.5288073806621115
5700,精益,0.5281744619017081
1448,owb,0.5281365764636934
153,awm,0.5281365764636934
4006,开放平台,0.5281026735727415
6469,超规模,0.5279442431933213
1067,kdfks,0.5279442431933213
424,datalake,0.5279442431933213
4037,强悍,0.5274530504296684
1429,orm,0.5271529527069605
2408,乡村,0.5269161079941992
2792,公交站,0.5268305693179723
5940,聊天,0.5267011017447142
468,deltalake,0.5262563258823948
39,agile,0.5255087893138464
2791,公交,0.5254805434947935
4542,教育学,0.52453046113271
6458,资金,0.5238284984306524
1024,jetty,0.5236460381096305
3091,医疗器械,0.5235787132678068
1403,opentsdb,0.5234402260716318
5140,渗透,0.5230276203915482
6100,融入,0.523006030641397
5000,法律法规,0.5224736425125804
5225,爬取,0.5224171143530383
4285,抖音,0.5221631454955379
3641,宙斯,0.5212750609354916
1479,pentaho,0.5210082780827622
4712,映射,0.5204488590754529
5788,组学,0.5204479407988897
5616,税前,0.5199847185157244
3839,市公司,0.5199689731884689
3426,培生,0.5198244895856177
1455,pacs,0.5193949856984623
1141,lis,0.5193949856984623
4186,户意,0.5191011814349467
837,habse,0.5190067920873203
2876,准时,0.5189905556643204
207,big,0.5185481799124051
4539,教案,0.5182498374527699
5680,篮球,0.5180760823661371
2959,券商,0.5168396140891224
3032,动效,0.5164907344378575
3729,寻优,0.5160785481035994
6560,软件缺陷,0.515877680886784
6724,里程碑,0.5153405849208056
5164,滑块,0.5153059908584031
5197,点选,0.5153059908584031
2632,促销,0.5149528840279698
5003,波动,0.5148653578559792
6153,西乡,0.5146789676996002
3649,宝安区,0.5146789676996002
3239,史数,0.5146708524734965
5188,灵处理,0.5144975574137771
3992,开发法,0.5143228625335967
1602,pyhon,0.5138247441063237
1847,sparkstreamming,0.5138247441063237
111,apachebeam,0.5138247441063237
2802,公司总部,0.5135983723673132
4856,格式文件,0.5130571307950298
910,iaas,0.5126900489506495
6143,表彰,0.512491866852829
5060,测试计划,0.5118772494290912
3310,品貌,0.5116289931644152
4763,服装行业,0.5115567670784663
2872,冶金,0.5107676087119966
3954,度假区,0.5107337479440941
3095,医药行业,0.5095955556181024
7008,驾驶员,0.5092824625361714
4658,新进展,0.5085039097077563
6766,金风,0.5084641846000759
1747,scikit,0.5073288801703069
1878,ssl,0.5071441245819646
17,acl,0.5071441245819646
4041,录入,0.5065672081721067
6604,运营部,0.5065456304870853
1113,laravel,0.5065456304870853
3805,工具化,0.5063463964773396
757,gb,0.5063463964773396
6572,输入,0.5063463964773396
3747,局观,0.5060737907550518
400,c语言,0.5058973840053586
6121,行政,0.5054973286312704
2699,值班,0.5035440261138385
1517,polardb,0.5033449553778895
6107,血缘关系,0.502981504841137
632,experience,0.5024670609439887
6185,规约,0.502283930745598
4727,智型,0.502283930745598
5638,站式,0.5021850219617768
2029,torch,0.5020805715940205
1245,ml,0.5020571756955814
983,ios,0.5006370146961707
3484,复盘,0.5003282611496702
4267,技校,0.4997348342057385
6506,身份证,0.4997348342057385
3728,寒暑假,0.4997348342057385
6054,荣誉证书,0.4997348342057385
6514,车企,0.49971787398118944
1370,ofd,0.49959695090178347
4759,服务行业,0.49934850835495703
2371,主体,0.49866267210238957
3570,字握,0.4980706756768164
2919,分词,0.49763738709773686
3104,午餐时间,0.49700773586497915
4709,星期,0.49700773586497915
2343,中山,0.49700773586497915
3536,奖品,0.49599097031091094
7047,高科技,0.4953697422276318
6607,运行状况,0.49521120321514545
1131,lidar,0.49500186186081296
4035,强化,0.49461402082308625
3144,厂家,0.4945542073842738
3613,守信,0.49434499568348844
277,ccd,0.49415146673995947
222,boosting,0.49390396385636526
4724,普通话,0.4933661234471738
3765,履约,0.49321474464047643
6407,账号,0.49263049235092704
6412,质控,0.49235524672771613
5146,温馨,0.4922387035073741
2313,严密,0.4920186502411007
5830,统计数,0.49184481377999867
4438,提倡,0.49153130060334804
6762,金融类,0.4910196422694262
6694,邮件,0.490425795346499
4783,机电,0.4903379870533302
2199,years,0.4897619960596231
4839,校区,0.48976146450148006
27,activemq,0.4889423628292935
6794,错误,0.4882171419511666
6938,预期,0.48811531163835986
6833,防范,0.4877346176812078
144,atleast,0.48756512717254297
5887,网络分析,0.4871759899584454
6293,评优,0.4866512514208164
3251,合作开发,0.4858663469854419
4190,户界面,0.48560904011463213
5703,精算,0.48532247435450504
3029,动性,0.48469866728091565
2811,公式,0.48439428535248236
5503,研建,0.4840767718364759
3683,审批,0.48400403265037395
4697,昆山,0.48388108581315215
162,azuredatabricks,0.4837408426071046
6824,队员,0.4837408426071046
5507,研究成果,0.48331944231560686
2554,优享,0.48300695350252876
2619,佳节,0.4829785076562696
785,gobblin,0.4825872126411652
3014,加速,0.48221034928372153
2493,产品软件,0.48178185536993773
2394,举行,0.4809880796180022
6476,趣味,0.48056587792377403
3804,工具包,0.48035680231278344
7044,高水平,0.48033026395501643
4852,核模块,0.47985411808277423
5279,现实,0.47938946743752897
5473,知名企业,0.4789673121551866
3566,子女,0.47892676619141517
6589,迎接挑战,0.4788942369087852
228,box,0.478863332368512
1345,no,0.47877453868364106
5356,生物工程,0.4785644840823349
990,ips,0.4781867058130306
924,ids,0.4781867058130306
2106,waf,0.4781867058130306
1137,linnux,0.47793034885365926
5478,知识产权,0.47773398302347314
2431,事物质,0.47680807546192167
4861,案例库,0.4763299344661336
2528,仪表板,0.47630136408218715
6657,透视,0.47613946469755686
480,designer,0.4756857942517403
5958,职级,0.47514905638232885
5960,职部门,0.47479785279333664
6384,贝叶,0.47467043077116977
5391,电路,0.4746151144931277
6298,评测,0.4745139097324193
6044,范畴,0.4743317300047015
3489,外企,0.47427665504855154
3522,太保,0.474204129233152
5753,繁复,0.47333627031069053
1956,task,0.4732094083905056
6612,进入,0.47306463779003366
2284,业务量,0.4723638452769194
62,anaconda,0.4721859095386026
3743,少量,0.4717831309305966
1952,tableu,0.4705570303321174
2007,three,0.47014298166262924
1938,svg,0.47014298166262924
2613,作品,0.47014298166262924
4798,条理清晰,0.47014174257680663
5336,生信,0.4688849913123207
6524,转产,0.4688849913123207
5688,类目,0.4686334353379713
3529,头脑灵,0.46845048887453467
4218,扩充,0.468445501628426
3734,导图,0.4680702486403956
4247,技术升级,0.46779901416962044
6171,观测,0.4677515876232813
1641,rdms,0.46737854179925625
4012,开通,0.46730452185708593
434,dataset,0.4672171804546228
3560,婚嫁,0.4661505453086794
5833,继续,0.4660300055522313
3428,培训师,0.46419893866845585
522,dom,0.46379108447801665
4406,接送,0.46371951592584415
6583,达梦中,0.4636406423268614
6478,足户,0.4634872092352065
6775,铁路,0.46251570573857625
5005,注入,0.4622625844020878
6998,香港,0.46137185499608196
3048,劳动法,0.4605624302592287
3360,团体,0.4605604207992205
4747,服务供应商,0.4605175546135899
327,cloudera,0.4602665427628833
5858,编撰,0.4597898103806904
1434,os,0.4597818556591014
6062,获取数,0.45922594688549645
4937,民广场,0.45910056855292863
4522,敏锐度,0.45836195472635743
1467,pass,0.4582892872250389
3794,工作思路,0.4582082171657962
2906,分析员,0.457875565329399
2556,优先级,0.45759927892058777
4094,思考问题,0.456633107668614
5681,篮球场,0.4563401950521616
4859,框架结构,0.45598938987434634
2537,企业家,0.45590442824060484
1499,phython,0.45562599943823157
6418,质量指标,0.45562599943823157
6411,质差,0.45562599943823157
4119,总线,0.4549437155902992
1701,rnns,0.45488487605732175
1198,mask,0.45488487605732175
6565,轻易,0.45422284380996564
1152,loopback,0.4538538759748107
1110,lake,0.4538538759748107
6397,财富,0.4538166709166408
5252,特征分析,0.45326749188773363
151,autocad,0.4532402746070884
5539,社团,0.4523233989402776
5911,美丽,0.45181539530459097
1964,tdsql,0.4511502805221183
4633,文章,0.4508924499634451
3455,增删,0.4503113291734872
4490,改查,0.4503113291734872
3398,图片,0.44997135187709814
7015,骨干,0.44843399373489856
1297,mvvm,0.4478640336974892
6900,非外,0.44777199329482814
1809,soa,0.44771986368673033
721,flum,0.447224250059753
4133,情景,0.447224250059753
4180,战斗力,0.4464694945313854
1134,lightgbm,0.4463604770886268
7030,高强度,0.4461461788384718
43,aix,0.44591768402128285
134,asp,0.4456499614292876
4639,断改进,0.4454067623721736
3973,建置,0.44516654440175485
2568,优缺点,0.4450962834772608
6809,门户,0.44494384633368134
3301,咨询师,0.44484621203062813
6106,血缘,0.4440532777693572
457,debug,0.44383439225201865
6980,食品,0.443781686531851
2777,全省,0.4432329590985388
2729,充分利,0.44286613732049185
6416,质量体系,0.44249606487669046
3557,娱乐动,0.4422128204510395
6354,课题,0.4420325087953775
6990,饮料,0.4418218551274979
3495,外宿,0.44174196069414867
5596,积探索,0.4416626593813708
2120,webbuilder,0.4416626593813708
5064,济效益,0.4411255737675609
4076,心理,0.44104184283430775
3941,应服务器,0.4409723622557158
3515,天河,0.44047626625708314
882,hiveql,0.4404509181637593
2428,事情,0.44032868351058707
4799,条理清楚,0.4402479242418261
1960,td,0.440039600425092
3093,医疗险,0.439760817449331
561,ecs,0.4393389549372173
2400,乐美,0.43930876661884455
4785,机票,0.4390300903027092
5689,粉丝,0.43873872412573034
1837,sparkmllib,0.43873793051922727
5857,编排,0.4385463412526103
4269,抓住,0.43842049084364487
4353,指派,0.4374859483083457
3716,容灾,0.4373270860117112
1248,mlops,0.43725584771665105
6423,购房,0.43712648456416836
3621,安居,0.43712648456416836
3539,奖金制,0.43674904053151303
3202,发薪,0.43674904053151303
6305,诊疗,0.43671683504121167
4614,整车,0.43618644079370517
5305,理学,0.43593365527181616
5727,系统工程,0.4357071941338301
5414,登山,0.43563250651555174
695,fine,0.4355437864594316
4366,捕获,0.4352969871110981
1249,modbus,0.43454506807964877
1395,opc,0.43454506807964877
336,cnc,0.43454506807964877
5221,熟识,0.43454506807964877
6917,韧劲,0.4344302823177475
6339,请勿,0.4337190895739799
2769,全文,0.433714519919406
1475,pca,0.4336657357008987
912,ibatis,0.43339260321399053
4078,心理素质,0.4327831329480123
5791,组成员,0.4325984496647056
6281,设计规划,0.432325105323772
3166,双休日,0.43214158405312053
2575,伙伴,0.4317554881466729
5610,程序流程,0.4316949181720848
3497,外派,0.431690984961733
1310,namespaceprefix,0.4311750457208195
287,cdgp,0.4309167153940528
286,cdga,0.4309167153940528
3822,工程技术,0.4309167153940528
3215,受理,0.43025427279088235
4825,栅格,0.42999832862655124
6941,预演,0.42999832862655124
5269,玩转,0.4297205720612284
4577,数抽象,0.4294579899566323
